14-10-2023 21:24:35.950 [http-nio-8081-exec-10] INFO  c.p.h.controller.EmployeeController.getEmployeeById - start EmployeeController query
14-10-2023 21:36:52.523 [http-nio-8081-exec-2] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
14-10-2023 22:54:54.962 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarting - Starting HrServiceApplication using Java 18.0.1.1 with PID 17560 (D:\workspace\MicroService_927GroupProject\hr-service\target\classes started by momo in D:\workspace\MicroService_927GroupProject)
14-10-2023 22:54:54.968 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
14-10-2023 22:54:58.034 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarted - Started HrServiceApplication in 4.183 seconds (process running for 6.151)
14-10-2023 23:00:40.149 [restartedMain] INFO  c.p.e.ExamServiceApplication.logStarting - Starting ExamServiceApplication using Java 18.0.1.1 with PID 16036 (D:\workspace\MicroService_927GroupProject\exam-service\target\classes started by momo in D:\workspace\MicroService_927GroupProject)
14-10-2023 23:00:40.155 [restartedMain] INFO  c.p.e.ExamServiceApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
14-10-2023 23:00:42.874 [restartedMain] INFO  c.p.e.ExamServiceApplication.logStarted - Started ExamServiceApplication in 3.284 seconds (process running for 4.029)
14-10-2023 23:00:56.103 [restartedMain] INFO  c.p.f.FacilityServiceApplication.logStarting - Starting FacilityServiceApplication using Java 18.0.1.1 with PID 18628 (D:\workspace\MicroService_927GroupProject\facility-service\target\classes started by momo in D:\workspace\MicroService_927GroupProject)
14-10-2023 23:00:56.109 [restartedMain] INFO  c.p.f.FacilityServiceApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
14-10-2023 23:01:53.734 [restartedMain] INFO  c.p.f.FacilityServiceApplication.logStarting - Starting FacilityServiceApplication using Java 18.0.1.1 with PID 11696 (D:\workspace\MicroService_927GroupProject\facility-service\target\classes started by momo in D:\workspace\MicroService_927GroupProject)
14-10-2023 23:01:53.740 [restartedMain] INFO  c.p.f.FacilityServiceApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
14-10-2023 23:02:11.046 [restartedMain] INFO  c.p.e.ExamServiceApplication.logStarting - Starting ExamServiceApplication using Java 18.0.1.1 with PID 15892 (D:\workspace\MicroService_927GroupProject\exam-service\target\classes started by momo in D:\workspace\MicroService_927GroupProject)
14-10-2023 23:02:11.055 [restartedMain] INFO  c.p.e.ExamServiceApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
14-10-2023 23:02:14.059 [restartedMain] INFO  c.p.e.ExamServiceApplication.logStarted - Started ExamServiceApplication in 3.785 seconds (process running for 4.608)
14-10-2023 23:02:31.026 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarting - Starting HrServiceApplication using Java 18.0.1.1 with PID 18708 (D:\workspace\MicroService_927GroupProject\hr-service\target\classes started by momo in D:\workspace\MicroService_927GroupProject)
14-10-2023 23:02:31.030 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
14-10-2023 23:02:33.681 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarted - Started HrServiceApplication in 3.418 seconds (process running for 4.584)
14-10-2023 23:02:55.968 [restartedMain] INFO  c.p.f.FacilityServiceApplication.logStarting - Starting FacilityServiceApplication using Java 18.0.1.1 with PID 12236 (D:\workspace\MicroService_927GroupProject\facility-service\target\classes started by momo in D:\workspace\MicroService_927GroupProject)
14-10-2023 23:02:55.975 [restartedMain] INFO  c.p.f.FacilityServiceApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
14-10-2023 23:04:07.265 [restartedMain] INFO  c.p.f.FacilityServiceApplication.logStarting - Starting FacilityServiceApplication using Java 18.0.1.1 with PID 6032 (D:\workspace\MicroService_927GroupProject\facility-service\target\classes started by momo in D:\workspace\MicroService_927GroupProject)
14-10-2023 23:04:07.271 [restartedMain] INFO  c.p.f.FacilityServiceApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
14-10-2023 23:04:09.721 [restartedMain] INFO  c.p.f.FacilityServiceApplication.logStarted - Started FacilityServiceApplication in 3.079 seconds (process running for 3.763)
14-10-2023 23:04:27.118 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarting - Starting HrServiceApplication using Java 18.0.1.1 with PID 12868 (D:\workspace\MicroService_927GroupProject\hr-service\target\classes started by momo in D:\workspace\MicroService_927GroupProject)
14-10-2023 23:04:27.123 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
14-10-2023 23:04:29.848 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarted - Started HrServiceApplication in 3.617 seconds (process running for 4.469)
14-10-2023 23:26:34.008 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarting - Starting HrServiceApplication using Java 18.0.1.1 with PID 1668 (D:\workspace\MicroService_927GroupProject\hr-service\target\classes started by momo in D:\workspace\MicroService_927GroupProject)
14-10-2023 23:26:34.021 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
14-10-2023 23:26:37.804 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarted - Started HrServiceApplication in 5.086 seconds (process running for 8.299)
15-10-2023 00:07:37.950 [http-nio-8081-exec-1] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
15-10-2023 00:07:40.174 [http-nio-8081-exec-1] ERROR c.p.h.controller.EmployeeController.getAllEmployees - Error occurred in EmployeeController getAll
15-10-2023 00:07:42.145 [http-nio-8081-exec-3] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
15-10-2023 00:07:43.158 [http-nio-8081-exec-3] ERROR c.p.h.controller.EmployeeController.getAllEmployees - Error occurred in EmployeeController getAll
15-10-2023 00:08:04.379 [http-nio-8081-exec-5] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
15-10-2023 00:09:23.676 [http-nio-8081-exec-7] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
15-10-2023 00:09:25.554 [http-nio-8081-exec-8] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
15-10-2023 00:10:52.403 [http-nio-8081-exec-2] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
15-10-2023 00:10:52.804 [http-nio-8081-exec-1] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
15-10-2023 00:10:53.238 [http-nio-8081-exec-3] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
15-10-2023 00:21:05.922 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarting - Starting HrServiceApplication using Java 18.0.1.1 with PID 11968 (D:\workspace\MicroService_927GroupProject\hr-service\target\classes started by momo in D:\workspace\MicroService_927GroupProject)
15-10-2023 00:21:05.937 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
15-10-2023 00:21:10.982 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarted - Started HrServiceApplication in 7.331 seconds (process running for 10.093)
15-10-2023 00:37:09.299 [http-nio-8081-exec-2] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
15-10-2023 00:37:13.967 [http-nio-8081-exec-6] INFO  c.p.h.controller.EmployeeController.getEmployeeById - start EmployeeController query
15-10-2023 00:37:15.529 [http-nio-8081-exec-7] INFO  c.p.h.controller.EmployeeController.getEmployeeById - start EmployeeController query
15-10-2023 00:40:26.082 [http-nio-8081-exec-4] INFO  c.p.h.controller.EmployeeController.getEmployeeById - start EmployeeController query
15-10-2023 00:40:26.423 [http-nio-8081-exec-1] INFO  c.p.h.controller.EmployeeController.getEmployeeById - start EmployeeController query
15-10-2023 00:40:26.820 [http-nio-8081-exec-8] INFO  c.p.h.controller.EmployeeController.getEmployeeById - start EmployeeController query
15-10-2023 13:36:25.367 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarting - Starting HrServiceApplication using Java 18.0.1.1 with PID 18444 (D:\workspace\MicroService_927GroupProject\hr-service\target\classes started by momo in D:\workspace\MicroService_927GroupProject)
15-10-2023 13:36:25.379 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
15-10-2023 13:36:29.350 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarted - Started HrServiceApplication in 5.336 seconds (process running for 10.302)
15-10-2023 13:40:12.188 [http-nio-8081-exec-2] INFO  c.p.h.controller.EmployeeController.getEmployeeById - start EmployeeController query
15-10-2023 13:40:13.930 [http-nio-8081-exec-2] ERROR c.p.h.controller.EmployeeController.getEmployeeById - Error occurred in EmployeeController query
15-10-2023 13:40:28.934 [http-nio-8081-exec-3] INFO  c.p.h.controller.EmployeeController.getEmployeeById - start EmployeeController query
15-10-2023 13:40:29.950 [http-nio-8081-exec-4] INFO  c.p.h.controller.EmployeeController.getEmployeeById - start EmployeeController query
15-10-2023 13:40:30.416 [http-nio-8081-exec-5] INFO  c.p.h.controller.EmployeeController.getEmployeeById - start EmployeeController query
15-10-2023 13:40:30.796 [http-nio-8081-exec-6] INFO  c.p.h.controller.EmployeeController.getEmployeeById - start EmployeeController query
15-10-2023 13:40:31.153 [http-nio-8081-exec-7] INFO  c.p.h.controller.EmployeeController.getEmployeeById - start EmployeeController query
15-10-2023 14:15:27.810 [http-nio-8081-exec-10] INFO  c.p.h.controller.EmployeeController.getEmployeeById - start EmployeeController query
15-10-2023 14:15:28.779 [http-nio-8081-exec-1] INFO  c.p.h.controller.EmployeeController.getEmployeeById - start EmployeeController query
15-10-2023 14:15:33.053 [http-nio-8081-exec-2] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
15-10-2023 14:15:34.244 [http-nio-8081-exec-3] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
15-10-2023 14:15:35.098 [http-nio-8081-exec-4] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
15-10-2023 14:23:36.575 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarting - Starting HrServiceApplication using Java 18.0.1.1 with PID 18096 (D:\workspace\MicroService_927GroupProject\hr-service\target\classes started by momo in D:\workspace\MicroService_927GroupProject)
15-10-2023 14:23:36.592 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
15-10-2023 14:23:39.992 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarted - Started HrServiceApplication in 4.617 seconds (process running for 7.335)
15-10-2023 14:23:45.195 [http-nio-8081-exec-2] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
15-10-2023 14:23:46.095 [http-nio-8081-exec-3] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
15-10-2023 14:23:46.857 [http-nio-8081-exec-4] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
18-10-2023 20:34:44.341 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarting - Starting HrServiceApplication using Java 18.0.1.1 with PID 21492 (D:\workspace\MicroService_927GroupProject\hr-service\target\classes started by momo in D:\workspace\MicroService_927GroupProject)
18-10-2023 20:34:44.377 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
18-10-2023 20:34:48.420 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarted - Started HrServiceApplication in 5.86 seconds (process running for 8.304)
19-10-2023 19:35:43.465 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarting - Starting HrServiceApplication using Java 18.0.1.1 with PID 9784 (D:\workspace\MicroService_927GroupProject\hr-service\target\classes started by momo in D:\workspace\MicroService_927GroupProject)
19-10-2023 19:35:43.494 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStartupProfileInfo - No active profile set, falling back to 1 default profile: "default"
19-10-2023 19:35:47.753 [restartedMain] INFO  c.p.hrservice.HrServiceApplication.logStarted - Started HrServiceApplication in 6.346 seconds (process running for 9.291)
19-10-2023 19:36:20.298 [http-nio-8081-exec-1] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
19-10-2023 19:36:47.839 [http-nio-8081-exec-3] INFO  c.p.h.controller.EmployeeController.getEmployeeById - start EmployeeController query param: id: 4
19-10-2023 19:37:19.907 [http-nio-8081-exec-4] INFO  c.p.h.controller.EmployeeController.addEmployee - start EmployeeController add param employee: EmployeeRequest(firstName=test5, lastName=Daihfd, phoneNumber=41344976867, email=qd311@uowmail.edu.au, salary=200.0, department=EIS)
19-10-2023 19:37:25.609 [http-nio-8081-exec-5] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
19-10-2023 19:38:05.259 [http-nio-8081-exec-6] INFO  c.p.h.controller.EmployeeController.updateEmployee - start EmployeeController update param employee: EmployeeRequest(firstName=testSvcxvd, lastName=null, phoneNumber=413112112, email=js112@uowmail.edu.au, salary=44.0, department=EIS)
19-10-2023 19:38:14.779 [http-nio-8081-exec-8] INFO  c.p.h.controller.EmployeeController.getEmployeeById - start EmployeeController query param: id: 6
19-10-2023 19:38:40.509 [http-nio-8081-exec-7] INFO  c.p.h.controller.EmployeeController.deleteEmployee - start EmployeeController delete param id: 6
19-10-2023 19:38:44.492 [http-nio-8081-exec-9] INFO  c.p.h.controller.EmployeeController.getAllEmployees - start EmployeeController getAll
